,0,1,2,3,4,5,6,7,8,9,10,target
0,7.0,0.27000000000000002,0.35999999999999999,20.699999999999999,0.044999999999999998,45.0,170.0,1.0009999999999999,3.0,0.45000000000000001,8.8000000000000007,False
1,6.2999999999999998,0.29999999999999999,0.34000000000000002,1.6000000000000001,0.049000000000000002,14.0,132.0,0.99399999999999999,3.2999999999999998,0.48999999999999999,9.5,False
2,8.0999999999999996,0.28000000000000003,0.40000000000000002,6.9000000000000004,0.050000000000000003,30.0,97.0,0.99509999999999998,3.2599999999999998,0.44,10.1,False
3,7.2000000000000002,0.23000000000000001,0.32000000000000001,8.5,0.058000000000000003,47.0,186.0,0.99560000000000004,3.1899999999999999,0.40000000000000002,9.9000000000000004,False
4,7.2000000000000002,0.23000000000000001,0.32000000000000001,8.5,0.058000000000000003,47.0,186.0,0.99560000000000004,3.1899999999999999,0.40000000000000002,9.9000000000000004,False
5,8.0999999999999996,0.28000000000000003,0.40000000000000002,6.9000000000000004,0.050000000000000003,30.0,97.0,0.99509999999999998,3.2599999999999998,0.44,10.1,False
6,6.2000000000000002,0.32000000000000001,0.16,7.0,0.044999999999999998,30.0,136.0,0.99490000000000001,3.1800000000000002,0.46999999999999997,9.5999999999999996,False
7,7.0,0.27000000000000002,0.35999999999999999,20.699999999999999,0.044999999999999998,45.0,170.0,1.0009999999999999,3.0,0.45000000000000001,8.8000000000000007,False
8,6.2999999999999998,0.29999999999999999,0.34000000000000002,1.6000000000000001,0.049000000000000002,14.0,132.0,0.99399999999999999,3.2999999999999998,0.48999999999999999,9.5,False
9,8.0999999999999996,0.22,0.42999999999999999,1.5,0.043999999999999997,28.0,129.0,0.99380000000000002,3.2200000000000002,0.45000000000000001,11.0,False
10,8.0999999999999996,0.27000000000000002,0.40999999999999998,1.45,0.033000000000000002,11.0,63.0,0.99080000000000001,2.9900000000000002,0.56000000000000005,12.0,True
11,8.5999999999999996,0.23000000000000001,0.40000000000000002,4.2000000000000002,0.035000000000000003,17.0,109.0,0.99470000000000003,3.1400000000000001,0.53000000000000003,9.6999999999999993,True
12,7.9000000000000004,0.17999999999999999,0.37,1.2,0.040000000000000001,16.0,75.0,0.99199999999999999,3.1800000000000002,0.63,10.800000000000001,True
13,6.5999999999999996,0.16,0.40000000000000002,1.5,0.043999999999999997,48.0,143.0,0.99119999999999997,3.54,0.52000000000000002,12.4,False
14,8.3000000000000007,0.41999999999999998,0.62,19.25,0.040000000000000001,41.0,172.0,1.0002,2.98,0.67000000000000004,9.6999999999999993,True
15,6.5999999999999996,0.17000000000000001,0.38,1.5,0.032000000000000001,28.0,112.0,0.99139999999999995,3.25,0.55000000000000004,11.4,False
16,6.2999999999999998,0.47999999999999998,0.040000000000000001,1.1000000000000001,0.045999999999999999,30.0,99.0,0.99280000000000002,3.2400000000000002,0.35999999999999999,9.5999999999999996,False
17,6.2000000000000002,0.66000000000000003,0.47999999999999998,1.2,0.029000000000000001,29.0,75.0,0.98919999999999997,3.3300000000000001,0.39000000000000001,12.800000000000001,False
18,7.4000000000000004,0.34000000000000002,0.41999999999999998,1.1000000000000001,0.033000000000000002,17.0,171.0,0.99170000000000003,3.1200000000000001,0.53000000000000003,11.300000000000001,False
19,6.5,0.31,0.14000000000000001,7.5,0.043999999999999997,34.0,133.0,0.99550000000000005,3.2200000000000002,0.5,9.5,True
